income_groups,age,gender,year,population
high_income,0.0,1.0,1950.0,7798286.0
high_income,0.0,1.0,1951.0,7739711.0
high_income,0.0,1.0,1953.0,7722053.0
high_income,0.0,1.0,1954.0,7756149.0
high_income,0.0,1.0,1956.0,7881285.0
high_income,0.0,1.0,1957.0,7963331.0
high_income,0.0,1.0,1958.0,8059561.0
high_income,0.0,1.0,1959.0,8145397.0
high_income,0.0,1.0,1962.0,8246837.0
high_income,0.0,1.0,1964.0,8286815.0
high_income,0.0,1.0,1965.0,8226634.0
high_income,0.0,1.0,1968.0,7879501.0
high_income,0.0,1.0,1969.0,7829859.0
high_income,0.0,1.0,1970.0,7847667.0
high_income,0.0,1.0,1971.0,7877076.0
high_income,0.0,1.0,1972.0,7788912.0
high_income,0.0,1.0,1973.0,7622554.0
high_income,0.0,1.0,1975.0,7380875.0
high_income,0.0,1.0,1976.0,7268090.0
high_income,0.0,1.0,1978.0,7252074.0
high_income,0.0,1.0,1980.0,7344529.0
high_income,0.0,1.0,1981.0,7325343.0
high_income,0.0,1.0,1983.0,7225239.0
high_income,0.0,1.0,1984.0,7137798.0
high_income,0.0,1.0,1986.0,7051079.0
high_income,0.0,1.0,1987.0,7041240.0
high_income,0.0,1.0,1988.0,7050006.0
high_income,0.0,1.0,1989.0,7094591.0
high_income,0.0,1.0,1991.0,7135453.0
high_income,0.0,1.0,1992.0,7082019.0
high_income,0.0,1.0,1993.0,6993328.0
high_income,0.0,1.0,1994.0,6883434.0
high_income,0.0,1.0,1996.0,6716983.0
high_income,0.0,1.0,1998.0,6660832.0
high_income,0.0,1.0,1999.0,6606375.0
high_income,0.0,1.0,2000.0,6617943.0
high_income,0.0,1.0,2001.0,6610135.0
high_income,0.0,1.0,2002.0,6528265.0
high_income,0.0,1.0,2004.0,6540396.0
high_income,0.0,1.0,2005.0,6559108.0
high_income,0.0,1.0,2008.0,6812714.0
high_income,0.0,1.0,2009.0,6826019.0
high_income,0.0,1.0,2010.0,6773564.0
high_income,0.0,1.0,2011.0,6703672.0
high_income,0.0,1.0,2012.0,6670392.0
high_income,0.0,1.0,2013.0,6627748.0
high_income,0.0,1.0,2014.0,6601389.0
high_income,0.0,1.0,2015.0,6612729.0
high_income,0.0,1.0,2016.0,6604755.0
high_income,0.0,1.0,2017.0,6512293.0
high_income,0.0,1.0,2018.0,6360084.0
high_income,0.0,1.0,2019.0,6236119.0
high_income,0.0,1.0,2020.0,6073742.0
high_income,0.0,1.0,2021.0,5985257.0
high_income,0.0,1.0,2022.0,5956472.0
high_income,0.0,1.0,2023.0,5851268.0
high_income,0.0,1.0,2024.0,5795663.0
high_income,0.0,2.0,1954.0,7409628.0
high_income,0.0,2.0,1955.0,7482347.0
high_income,0.0,2.0,1956.0,7564891.0
high_income,0.0,2.0,1959.0,7787656.0
high_income,0.0,2.0,1960.0,7798290.0
high_income,0.0,2.0,1962.0,7854217.0
high_income,0.0,2.0,1963.0,7855562.0
high_income,0.0,2.0,1965.0,7826953.0
high_income,0.0,2.0,1966.0,7609988.0
high_income,0.0,2.0,1968.0,7502282.0
high_income,0.0,2.0,1969.0,7442219.0
high_income,0.0,2.0,1970.0,7454461.0
high_income,0.0,2.0,1971.0,7476451.0
high_income,0.0,2.0,1972.0,7388413.0
high_income,0.0,2.0,1974.0,7121690.0
high_income,0.0,2.0,1975.0,6980809.0
high_income,0.0,2.0,1976.0,6885153.0
high_income,0.0,2.0,1977.0,6885229.0
high_income,0.0,2.0,1978.0,6873455.0
high_income,0.0,2.0,1980.0,6954609.0
high_income,0.0,2.0,1981.0,6944597.0
high_income,0.0,2.0,1982.0,6909028.0
high_income,0.0,2.0,1983.0,6844708.0
high_income,0.0,2.0,1984.0,6760730.0
high_income,0.0,2.0,1985.0,6710580.0
high_income,0.0,2.0,1986.0,6681303.0
high_income,0.0,2.0,1987.0,6668800.0
high_income,0.0,2.0,1988.0,6677906.0
high_income,0.0,2.0,1989.0,6718403.0
high_income,0.0,2.0,1991.0,6753836.0
high_income,0.0,2.0,1992.0,6703610.0
high_income,0.0,2.0,1994.0,6503010.0
high_income,0.0,2.0,1995.0,6405896.0
high_income,0.0,2.0,1996.0,6350785.0
high_income,0.0,2.0,1997.0,6339061.0
high_income,0.0,2.0,1999.0,6258309.0
high_income,0.0,2.0,2001.0,6266634.0
high_income,0.0,2.0,2003.0,6179164.0
high_income,0.0,2.0,2004.0,6200273.0
high_income,0.0,2.0,2005.0,6220011.0
high_income,0.0,2.0,2006.0,6286149.0
high_income,0.0,2.0,2008.0,6468747.0
high_income,0.0,2.0,2009.0,6478604.0
high_income,0.0,2.0,2010.0,6426290.0
high_income,0.0,2.0,2011.0,6363821.0
high_income,0.0,2.0,2014.0,6270340.0
high_income,0.0,2.0,2015.0,6277873.0
high_income,0.0,2.0,2016.0,6272345.0
high_income,0.0,2.0,2017.0,6192210.0
high_income,0.0,2.0,2018.0,6050318.0
high_income,0.0,2.0,2020.0,5783387.0
high_income,0.0,2.0,2021.0,5697100.0
high_income,0.0,2.0,2022.0,5666573.0
high_income,0.0,2.0,2023.0,5564024.0
high_income,0.0,2.0,2024.0,5510073.0
